#,Thermostat,identifier,311053328721
#,Thermostat,name,Front AC
#,Start,date,2026-07-12
#,End,date,2026-08-12

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Requested Compressor Capacity (%),Requested Aux Capacity (%),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),Silent Mode (sec),Heat Pump Capacity (%),Heat Pump 2 Capacity (%),Heat Pump 3 Capacity (%),Compressor Heat Capacity (%),Compressor Cool Capacity (%),Aux Heat Capacity (%),DM Offset,Electricity Consumption,Gas Consumption,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Master Bedroom AC sensor (F),Master Bedroom AC sensor2
2026-07-12,00:00:00,cool,compressorCoolOff,hold,Sleep,76,76,76.6,38,0,0,90.6,0,285,0,285,,,,,,,,0.2,,,76.8,38,0,,0,
2026-07-12,00:05:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.4,37,0,0,90.6,0,255,0,300,,,,,,,,0.4,,,76.8,37,0,,0,
2026-07-12,00:10:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,37,0,0,90.6,0,0,0,0,,,,,,,,0.4,,,76.1,37,0,,0,
2026-07-12,00:15:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,90.6,0,0,0,0,,,,,,,,,,,75.6,38,0,,0,
2026-07-12,00:20:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,90.6,0,0,0,0,,,,,,,,0.2,,,75.8,38,0,,0,
2026-07-12,00:25:00,cool,compressorCoolOff,hold,Sleep,76,76,76,38,0,0,90.6,0,0,0,0,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,00:30:00,cool,compressorCoolOff,hold,Sleep,76,76,76.4,38,0,0,90.6,0,150,0,150,,,,,,,,0.2,,,76.6,38,0,,0,
2026-07-12,00:35:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.7,38,0,0,90.6,0,300,0,300,,,,,,,,0.2,,,76.9,38,0,,0,
2026-07-12,00:40:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.4,38,0,0,90.6,0,300,0,300,,,,,,,,0.2,,,76.6,38,0,,0,
2026-07-12,00:45:00,cool,compressorCoolStage1On,hold,Sleep,76,76,75.6,37,0,0,90.6,0,45,0,90,,,,,,,,0.3,,,75.9,37,0,,0,
2026-07-12,00:50:00,cool,compressorCoolOff,hold,Sleep,76,76,75,38,0,0,90.6,0,0,0,0,,,,,,,,0.2,,,75.2,38,0,,0,
2026-07-12,00:55:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,38,0,0,90.6,0,0,0,0,,,,,,,,0.2,,,75.5,38,0,,0,
2026-07-12,01:00:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,38,0,0,89.5,0,0,0,0,,,,,,,,0.2,,,75.9,38,0,,0,
2026-07-12,01:05:00,cool,compressorCoolOff,hold,Sleep,76,76,76.1,38,0,0,89.5,0,0,0,0,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,01:10:00,cool,compressorCoolOff,hold,Sleep,76,76,76.4,38,0,0,89.5,0,150,0,150,,,,,,,,0.2,,,76.6,38,0,,0,
2026-07-12,01:15:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.6,38,0,0,89.5,0,300,0,300,,,,,,,,0.2,,,76.8,38,0,,0,
2026-07-12,01:20:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.2,38,0,0,89.5,0,270,0,300,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,01:25:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,89.5,0,0,0,15,,,,,,,,0.2,,,75.7,38,0,,0,
2026-07-12,01:30:00,cool,compressorCoolOff,hold,Sleep,76,76,75,38,0,0,90.4,0,0,0,0,,,,,,,,0.2,,,75.2,38,0,,0,
2026-07-12,01:35:00,cool,compressorCoolOff,hold,Sleep,76,76,75.4,38,0,0,90.4,0,0,0,0,,,,,,,,0.2,,,75.6,38,0,,0,
2026-07-12,01:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.8,38,0,0,90.4,0,0,0,0,,,,,,,,0.2,,,76,38,0,,0,
2026-07-12,01:45:00,cool,compressorCoolOff,hold,Sleep,76,76,76.2,38,0,0,90.4,0,285,0,285,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,01:50:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,90.4,0,255,0,300,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,01:55:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,90.4,0,0,0,0,,,,,,,,0.2,,,75.8,38,0,,0,
2026-07-12,02:00:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,39,0,0,89.1,0,0,0,0,,,,,,,,,,,75.3,39,0,,0,
2026-07-12,02:05:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,89.1,0,0,0,0,,,,,,,,0.1,,,75.6,38,0,,0,
2026-07-12,02:10:00,cool,compressorCoolOff,hold,Sleep,76,76,75.8,38,0,0,89.1,0,15,0,15,,,,,,,,0.2,,,76,38,0,,0,
2026-07-12,02:15:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.2,38,0,0,89.1,0,300,0,300,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,02:20:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.3,38,0,0,89.1,0,300,0,300,,,,,,,,0.2,,,76.5,38,0,,0,
2026-07-12,02:25:00,cool,compressorCoolStage1On,hold,Sleep,76,76,75.7,38,0,0,89.1,0,45,0,90,,,,,,,,0.2,,,75.9,38,0,,0,
2026-07-12,02:30:00,cool,compressorCoolOff,hold,Sleep,76,76,75.2,38,0,0,89.9,0,0,0,0,,,,,,,,,,,75.2,38,0,,0,
2026-07-12,02:35:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,39,0,0,89.9,0,0,0,0,,,,,,,,,,,75.4,39,0,,0,
2026-07-12,02:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,89.9,0,0,0,0,,,,,,,,0.1,,,75.8,38,0,,0,
2026-07-12,02:45:00,cool,compressorCoolOff,hold,Sleep,76,76,76,38,0,0,89.9,0,0,0,0,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,02:50:00,cool,compressorCoolOff,hold,Sleep,76,76,76.3,38,0,0,89.9,0,15,0,15,,,,,,,,0.2,,,76.5,38,0,,0,
2026-07-12,02:55:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.6,38,0,0,89.9,0,300,0,300,,,,,,,,0.2,,,76.8,38,0,,0,
2026-07-12,03:00:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.3,37,0,0,88.5,0,195,0,240,,,,,,,,0.4,,,76.8,37,0,,0,
2026-07-12,03:05:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,37,0,0,88.5,0,0,0,0,,,,,,,,0.3,,,76,37,0,,0,
2026-07-12,03:10:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,39,0,0,88.5,0,0,0,0,,,,,,,,,,,75.5,39,0,,0,
2026-07-12,03:15:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,38,0,0,88.5,0,0,0,0,,,,,,,,0.1,,,75.8,38,1,,0,
2026-07-12,03:20:00,cool,compressorCoolOff,hold,Sleep,76,76,76,38,0,0,88.5,0,0,0,0,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,03:25:00,cool,compressorCoolOff,hold,Sleep,76,76,76.3,38,0,0,88.5,0,60,0,60,,,,,,,,0.2,,,76.5,38,0,,0,
2026-07-12,03:30:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.6,38,0,0,88.5,0,300,0,300,,,,,,,,0.2,,,76.8,38,0,,0,
2026-07-12,03:35:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.3,37,0,0,88.5,0,240,0,285,,,,,,,,0.3,,,76.6,37,0,,0,
2026-07-12,03:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,37,0,0,88.5,0,0,0,0,,,,,,,,0.3,,,75.9,37,0,,0,
2026-07-12,03:45:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,38,0,0,88.5,0,0,0,0,,,,,,,,,,,75.4,38,0,,0,
2026-07-12,03:50:00,cool,compressorCoolOff,hold,Sleep,76,76,75.4,38,0,0,88.5,0,0,0,0,,,,,,,,0.2,,,75.6,38,0,,0,
2026-07-12,03:55:00,cool,compressorCoolOff,hold,Sleep,76,76,75.8,38,0,0,88.5,0,0,0,0,,,,,,,,0.2,,,76,38,0,,0,
2026-07-12,04:00:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,86.7,0,300,0,300,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,04:05:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,86.7,0,225,0,270,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,04:10:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,86.7,0,0,0,0,,,,,,,,0.1,,,75.7,38,0,,0,
2026-07-12,04:15:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,39,0,0,86.7,0,0,0,0,,,,,,,,,,,75.3,39,0,,0,
2026-07-12,04:20:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,86.7,0,0,0,0,,,,,,,,0.1,,,75.6,38,0,,0,
2026-07-12,04:25:00,cool,compressorCoolOff,hold,Sleep,76,76,75.8,38,0,0,86.7,0,0,0,0,,,,,,,,0.2,,,76,38,0,,0,
2026-07-12,04:30:00,cool,compressorCoolOff,hold,Sleep,76,76,76.2,38,0,0,86.7,0,285,0,285,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,04:35:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,86.7,0,285,0,300,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,04:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,86.7,0,0,0,30,,,,,,,,0.1,,,75.8,38,0,,0,
2026-07-12,04:45:00,cool,compressorCoolOff,hold,Sleep,76,76,75.2,39,0,0,86.7,0,0,0,0,,,,,,,,,,,75.2,39,0,,0,
2026-07-12,04:50:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,38,0,0,86.7,0,0,0,0,,,,,,,,,,,75.4,38,0,,0,
2026-07-12,04:55:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,86.7,0,0,0,0,,,,,,,,0.2,,,75.8,38,0,,0,
2026-07-12,05:00:00,cool,compressorCoolOff,hold,Sleep,76,76,76,38,0,0,85.9,0,105,0,105,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,05:05:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.2,38,0,0,85.9,0,300,0,300,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,05:10:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76,38,0,0,85.9,0,150,0,195,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,05:15:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,38,0,0,85.9,0,0,0,0,,,,,,,,0.1,,,75.4,38,0,,0,
2026-07-12,05:20:00,cool,compressorCoolOff,hold,Sleep,76,76,75.2,39,0,0,85.9,0,0,0,0,,,,,,,,,,,75.2,39,0,,0,
2026-07-12,05:25:00,cool,compressorCoolOff,hold,Sleep,76,76,75.4,38,0,0,85.9,0,0,0,0,,,,,,,,0.1,,,75.5,38,0,,0,
2026-07-12,05:30:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,75.9,38,0,,0,
2026-07-12,05:35:00,cool,compressorCoolOff,hold,Sleep,76,76,76,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,05:40:00,cool,compressorCoolOff,hold,Sleep,76,76,76.3,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,76.5,38,0,,0,
2026-07-12,05:45:00,cool,compressorCoolOff,hold,Sleep,76,76,76.4,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,76.6,38,0,,0,
2026-07-12,05:50:00,cool,compressorCoolOff,hold,Sleep,76,76,76.6,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,76.8,38,0,,0,
2026-07-12,05:55:00,cool,compressorCoolOff,hold,Sleep,76,76,76.7,38,0,0,85.9,0,0,0,0,,,,,,,,0.2,,,76.9,38,0,,0,
2026-07-12,06:00:00,cool,compressorCoolOff,hold,Sleep,76,76,76.7,38,0,0,85.7,0,0,0,0,,,,,,,,0.2,,,76.9,38,0,,0,
2026-07-12,06:05:00,cool,compressorCoolOff,hold,Sleep,76,76,76.7,38,0,0,85.7,0,0,0,0,,,,,,,,0.2,,,76.9,38,0,,0,
2026-07-12,06:10:00,cool,compressorCoolOff,hold,Sleep,76,76,76.8,38,0,0,85.7,0,0,0,0,,,,,,,,0.2,,,77,38,0,,0,
2026-07-12,06:15:00,cool,compressorCoolOff,hold,Sleep,76,76,76.9,37,0,0,85.7,0,255,0,255,,,,,,,,0.2,,,77.2,37,0,,0,
2026-07-12,06:20:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.4,36,0,0,85.7,0,270,0,300,,,,,,,,0.7,,,77.1,36,0,,0,
2026-07-12,06:25:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,36,0,0,85.7,0,0,0,15,,,,,,,,0.5,,,76.3,36,1,,0,
2026-07-12,06:30:00,cool,compressorCoolOff,hold,Sleep,76,76,75.4,38,0,0,87.2,0,0,0,0,,,,,,,,0.2,,,75.6,38,0,,0,
2026-07-12,06:35:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,38,0,0,87.2,0,0,0,0,,,,,,,,0.2,,,75.8,38,0,,0,
2026-07-12,06:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.9,38,0,0,87.2,0,0,0,0,,,,,,,,0.2,,,76.1,38,1,,0,
2026-07-12,06:45:00,cool,compressorCoolOff,hold,Sleep,76,76,76.3,38,0,0,87.2,0,150,0,150,,,,,,,,0.2,,,76.5,38,0,,0,
2026-07-12,06:50:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.4,38,0,0,87.2,0,300,0,300,,,,,,,,0.2,,,76.6,38,0,,0,
2026-07-12,06:55:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,87.2,0,210,0,255,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,07:00:00,cool,compressorCoolOff,hold,Sleep,76,76,75.4,38,0,0,86.6,0,0,0,0,,,,,,,,0.1,,,75.5,38,0,,0,
2026-07-12,07:05:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,39,0,0,86.6,0,0,0,0,,,,,,,,,,,75.3,39,0,,0,
2026-07-12,07:10:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,86.6,0,0,0,0,,,,,,,,0.1,,,75.6,38,0,,0,
2026-07-12,07:15:00,cool,compressorCoolOff,hold,Sleep,76,76,75.9,38,0,0,86.6,0,30,0,30,,,,,,,,0.2,,,76.1,38,0,,0,
2026-07-12,07:20:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.2,38,0,0,86.6,0,300,0,300,,,,,,,,0.2,,,76.4,38,0,,0,
2026-07-12,07:25:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76.1,38,0,0,86.6,0,225,0,270,,,,,,,,0.2,,,76.3,38,0,,0,
2026-07-12,07:30:00,cool,compressorCoolOff,hold,Sleep,76,76,75.5,38,0,0,86.6,0,0,0,0,,,,,,,,0.1,,,75.6,38,0,,0,
2026-07-12,07:35:00,cool,compressorCoolOff,hold,Sleep,76,76,75.3,39,0,0,86.6,0,0,0,0,,,,,,,,,,,75.3,39,0,,0,
2026-07-12,07:40:00,cool,compressorCoolOff,hold,Sleep,76,76,75.6,39,0,0,86.6,0,0,0,0,,,,,,,,,,,75.6,39,0,,0,
2026-07-12,07:45:00,cool,compressorCoolOff,hold,Sleep,76,76,76.1,39,0,0,86.6,0,195,0,195,,,,,,,,,,,76.1,39,0,,0,
2026-07-12,07:50:00,cool,compressorCoolStage1On,hold,Sleep,76,76,76,38,0,0,86.6,0,180,0,225,,,,,,,,0.2,,,76.2,38,0,,0,
2026-07-12,07:55:00,cool,compressorCoolOff,hold,Sleep,76,76,75.7,38,0,0,86.6,0,0,0,0,,,,,,,,0.1,,,75.8,38,0,,0,
2026-07-12,08:00:00,cool,compressorCoolOff,hold,Away,76,76,75.6,39,0,0,89.9,0,0,0,0,,,,,,,,,,,75.6,39,0,,0,
2026-07-12,08:05:00,cool,compressorCoolOff,hold,Away,76,76,76,39,0,0,89.9,0,120,0,120,,,,,,,,,,,76,39,0,,0,
2026-07-12,08:10:00,cool,compressorCoolStage1On,hold,Away,76,76,76.2,38,0,0,89.9,0,300,0,300,,,,,,,,,,,76.2,38,0,,0,
2026-07-12,08:15:00,cool,compressorCoolStage1On,hold,Away,76,76,75.9,38,0,0,89.9,0,15,0,60,,,,,,,,0.1,,,76,38,0,,0,
2026-07-12,08:20:00,cool,compressorCoolOff,hold,Away,76,76,75.6,40,0,0,89.9,0,0,0,0,,,,,,,,,,,75.6,40,0,,0,
2026-07-12,08:25:00,cool,compressorCoolOff,hold,Away,76,76,75.8,41,0,0,89.9,0,0,0,0,,,,,,,,,,,75.8,41,0,,0,
2026-07-12,08:30:00,cool,compressorCoolStage1On,hold,Away,76,76,76.2,39,0,0,89.9,0,300,0,300,,,,,,,,,,,76.2,39,0,,0,
2026-07-12,08:35:00,cool,compressorCoolStage1On,hold,Away,76,76,76.1,38,0,0,89.9,0,240,0,285,,,,,,,,,,,76.1,38,0,,0,
2026-07-12,08:40:00,cool,compressorCoolOff,hold,Away,76,76,75.5,39,0,0,89.9,0,0,0,0,,,,,,,,,,,75.6,39,0,,0,
2026-07-12,08:45:00,cool,compressorCoolOff,hold,Away,76,76,75.4,40,0,0,89.9,0,0,0,0,,,,,,,,,,,75.4,40,0,,0,
2026-07-12,08:50:00,cool,compressorCoolOff,hold,Away,76,76,75.7,41,0,0,89.9,0,0,0,0,,,,,,,,,,,75.7,41,0,,0,
2026-07-12,08:55:00,cool,compressorCoolOff,hold,Away,76,76,76.2,39,0,0,89.9,0,285,0,285,,,,,,,,,,,76.2,39,0,,0,
2026-07-12,09:00:00,cool,compressorCoolStage1On,hold,Away,76,76,76.2,39,0,0,93.4,0,285,0,300,,,,,,,,,,,76.2,39,0,,0,
2026-07-12,09:05:00,cool,compressorCoolOff,hold,Away,76,76,75.7,39,0,0,93.4,0,0,0,30,,,,,,,,,,,75.7,39,0,,0,
2026-07-12,09:10:00,cool,compressorCoolOff,hold,Away,76,76,75.3,40,0,0,93.4,0,0,0,0,,,,,,,,,,,75.3,40,0,,0,
2026-07-12,09:15:00,cool,compressorCoolOff,hold,Away,76,76,75.7,41,0,0,93.4,0,0,0,0,,,,,,,,,,,75.7,41,0,,0,
2026-07-12,09:20:00,cool,compressorCoolOff,hold,Away,76,76,76.2,40,0,0,93.4,0,240,0,240,,,,,,,,,,,76.2,40,0,,0,
2026-07-12,09:25:00,cool,compressorCoolStage1On,hold,Away,76,76,76.3,39,0,0,93.4,0,300,0,300,,,,,,,,,,,76.3,39,1,,0,
2026-07-12,09:30:00,cool,compressorCoolStage1On,hold,Away,76,76,75.9,39,0,0,93.4,0,45,0,90,,,,,,,,,,,75.9,39,0,,0,
2026-07-12,09:35:00,cool,compressorCoolOff,hold,Away,76,76,75.4,40,0,0,93.4,0,0,0,0,,,,,,,,,,,75.4,40,0,,0,
2026-07-12,09:40:00,cool,compressorCoolOff,hold,Away,76,76,75.7,41,0,0,93.4,0,0,0,0,,,,,,,,,,,75.7,41,0,,0,
2026-07-12,09:45:00,cool,compressorCoolOff,hold,Away,76,76,76.1,40,0,0,93.4,0,240,0,240,,,,,,,,,,,76.1,40,0,,0,
2026-07-12,09:50:00,cool,compressorCoolStage1On,hold,Away,76,76,76.2,39,0,0,93.4,0,300,0,300,,,,,,,,,,,76.2,39,0,,0,
2026-07-12,09:55:00,cool,compressorCoolStage1On,hold,Away,76,76,76,39,0,0,93.4,0,135,0,180,,,,,,,,,,,76,39,1,,0,
2026-07-12,10:00:00,cool,compressorCoolOff,hold,Away,76,76,75.5,40,0,0,96.8,0,0,0,0,,,,,,,,,,,75.5,40,0,,0,
2026-07-12,10:05:00,cool,compressorCoolOff,hold,Away,76,76,75.5,41,0,0,96.8,0,0,0,0,,,,,,,,,,,75.5,41,0,,0,
2026-07-12,10:10:00,cool,compressorCoolOff,hold,Away,76,76,76,41,0,0,96.8,0,0,0,0,,,,,,,,,,,76,41,0,,0,
2026-07-12,10:15:00,cool,compressorCoolOff,hold,Away,76,76,76.5,40,0,0,96.8,0,195,0,195,,,,,,,,,,,76.5,40,0,,0,
2026-07-12,10:20:00,cool,compressorCoolStage1On,hold,Away,76,76,76.6,39,0,0,96.8,0,300,0,300,,,,,,,,,,,76.7,39,0,,0,
2026-07-12,10:25:00,cool,compressorCoolStage1On,hold,Away,76,76,76.4,39,0,0,96.8,0,300,0,300,,,,,,,,,,,76.4,39,0,,0,
2026-07-12,10:30:00,cool,compressorCoolStage1On,hold,Away,76,76,75.9,39,0,0,96.8,0,120,0,165,,,,,,,,,,,75.9,39,0,,0,
2026-07-12,10:35:00,cool,compressorCoolOff,hold,Away,76,76,75.4,40,0,0,96.8,0,0,0,0,,,,,,,,,,,75.4,40,0,,0,
2026-07-12,10:40:00,cool,compressorCoolOff,hold,Away,76,76,75.6,41,0,0,96.8,0,0,0,0,,,,,,,,,,,75.6,41,0,,0,
2026-07-12,10:45:00,cool,compressorCoolOff,hold,Away,76,76,76.1,41,0,0,96.8,0,0,0,0,,,,,,,,,,,76.1,41,0,,0,
2026-07-12,10:50:00,cool,compressorCoolOff,hold,Away,76,76,76.6,40,0,0,96.8,0,255,0,255,,,,,,,,,,,76.6,40,0,,0,
2026-07-12,10:55:00,cool,compressorCoolStage1On,hold,Away,76,76,76.6,39,0,0,96.8,0,300,0,300,,,,,,,,,,,76.7,39,0,,0,
2026-07-12,11:00:00,cool,compressorCoolStage1On,hold,Away,76,76,76.3,39,0,0,98.7,0,300,0,300,,,,,,,,,,,76.3,39,0,,0,
2026-07-12,11:05:00,cool,compressorCoolStage1On,hold,Away,76,76,75.9,39,0,0,98.7,0,90,0,135,,,,,,,,,,,75.9,39,0,,0,
2026-07-12,11:10:00,cool,compressorCoolOff,hold,Away,76,76,75.4,40,0,0,98.7,0,0,0,0,,,,,,,,,,,75.4,40,0,,0,
2026-07-12,11:15:00,cool,compressorCoolOff,hold,Away,76,76,75.7,41,0,0,98.7,0,0,0,0,,,,,,,,,,,75.7,41,0,,0,
2026-07-12,11:20:00,cool,compressorCoolOff,hold,Away,76,76,76.3,41,0,0,98.7,0,60,0,60,,,,,,,,,,,76.3,41,0,,0,
2026-07-12,11:25:00,cool,compressorCoolStage1On,hold,Away,76,76,76.7,40,0,0,98.7,0,300,0,300,,,,,,,,,,,76.7,40,0,,0,
2026-07-12,11:30:00,cool,compressorCoolStage1On,hold,Away,75.8,75.8,76.5,39,0,0,99.5,0,300,0,300,,,,,,,,,,,76.6,39,0,,0,
2026-07-12,11:35:00,cool,compressorCoolStage1On,auto,Away,74,74,76.2,39,0,0,99.5,0,300,0,300,,,,,,,,,,,76.2,39,0,,0,
2026-07-12,11:40:00,cool,compressorCoolStage1On,auto,Away,74,74,75.8,39,0,0,99.5,0,300,0,300,,,,,,,,,,,75.8,39,0,,0,
2026-07-12,11:45:00,cool,compressorCoolStage1On,auto,Away,74,74,75.4,40,0,0,99.5,0,300,0,300,,,,,,,,,,,75.4,40,0,,0,
2026-07-12,11:50:00,cool,compressorCoolStage1On,auto,Away,74,74,75.2,40,0,0,99.5,0,300,0,300,,,,,,,,,,,75.2,40,0,,0,
2026-07-12,11:55:00,cool,compressorCoolStage1On,auto,Away,74,74,74.9,40,0,0,99.5,0,300,0,300,,,,,,,,,,,74.9,40,0,,0,
2026-07-12,12:00:00,cool,compressorCoolStage1On,auto,Away,74,74,74.8,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.8,40,0,,0,
2026-07-12,12:05:00,cool,compressorCoolStage1On,auto,Away,74,74,74.6,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.6,40,0,,0,
2026-07-12,12:10:00,cool,compressorCoolStage1On,auto,Away,74,74,74.3,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.3,40,0,,0,
2026-07-12,12:15:00,cool,compressorCoolStage1On,auto,Away,74,74,74.2,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.2,40,0,,0,
2026-07-12,12:20:00,cool,compressorCoolStage1On,auto,Away,74,74,74,40,0,0,100.1,0,120,0,165,,,,,,,,,,,74,40,0,,0,
2026-07-12,12:25:00,cool,compressorCoolOff,auto,Away,74,74,73.8,40,0,0,100.1,0,0,0,0,,,,,,,,,,,73.8,40,0,,0,
2026-07-12,12:30:00,cool,compressorCoolOff,auto,Away,74,74,74.5,41,0,0,100.1,0,165,0,165,,,,,,,,,,,74.5,41,0,,0,
2026-07-12,12:35:00,cool,compressorCoolStage1On,auto,Away,74,74,75.1,39,0,0,100.1,0,300,0,300,,,,,,,,,,,75.1,39,0,,0,
2026-07-12,12:40:00,cool,compressorCoolStage1On,auto,Away,74,74,75.1,40,0,0,100.1,0,300,0,300,,,,,,,,,,,75.1,40,0,,0,
2026-07-12,12:45:00,cool,compressorCoolStage1On,auto,Away,74,74,74.9,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.9,40,0,,0,
2026-07-12,12:50:00,cool,compressorCoolStage1On,auto,Away,74,74,74.6,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.6,40,0,,0,
2026-07-12,12:55:00,cool,compressorCoolStage1On,auto,Away,74,74,74.4,40,0,0,100.1,0,300,0,300,,,,,,,,,,,74.4,40,0,,0,
2026-07-12,13:00:00,cool,compressorCoolStage1On,auto,Home,74,74,74.2,40,0,0,101.7,0,300,0,300,,,,,,,,,,,74.2,40,0,,0,
2026-07-12,13:05:00,cool,compressorCoolStage1On,auto,Home,74,74,74,40,0,0,101.7,0,180,0,225,,,,,,,,,,,74,40,0,,0,
2026-07-12,13:10:00,cool,compressorCoolOff,auto,Home,74,74,73.8,41,0,0,101.7,0,0,0,0,,,,,,,,,,,73.8,41,0,,0,
2026-07-12,13:15:00,cool,compressorCoolOff,auto,Home,74,74,74.3,41,0,0,101.7,0,90,0,90,,,,,,,,,,,74.3,41,0,,0,
2026-07-12,13:20:00,cool,compressorCoolStage1On,auto,Home,74,74,74.9,40,0,0,101.7,0,300,0,300,,,,,,,,,,,74.9,40,0,,0,
2026-07-12,13:25:00,cool,compressorCoolStage1On,auto,Home,74,74,75,40,0,0,101.7,0,300,0,300,,,,,,,,,,,75,40,1,,0,
2026-07-12,13:30:00,cool,compressorCoolStage1On,auto,Home,74,74,74.6,41,0,0,101.7,0,300,0,300,,,,,,,,,,,74.6,41,1,,0,
2026-07-12,13:35:00,cool,compressorCoolStage1On,auto,Home,74,74,74.3,41,0,0,101.7,0,285,0,300,,,,,,,,,,,74.3,41,1,,0,
2026-07-12,13:40:00,cool,compressorCoolOff,auto,Home,74,74,73.7,43,0,0,101.7,0,0,0,30,,,,,,,,,,,73.7,43,1,,0,
