Date,DayOfWeek,BillingCycle,OutdoorHigh,OutdoorAvg,Outdoor2PM,Outdoor3PM,Outdoor4PM,Outdoor5PM,Outdoor6PM,Outdoor7PM,FrontRuntime2to4,FrontRuntime4to7,HallRuntime2to4,HallRuntime4to7,DailykWh,Peak4to7,BillingCyclePeak,Jackery,Tesla,GarageMiniSplit,Cooking

